,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
3123,1742,Irina Anatolyevna Aksyonova,F,17.0,174.0,62.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Freestyle,
3124,1742,Irina Anatolyevna Aksyonova,F,17.0,174.0,62.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 400 metres Freestyle,
3125,1742,Irina Anatolyevna Aksyonova,F,17.0,174.0,62.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 800 metres Freestyle,
3126,1742,Irina Anatolyevna Aksyonova,F,17.0,174.0,62.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
3130,1746,Sonia Aktar,F,19.0,,,Bangladesh,BAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
3217,1807,Mary Al-Atrash,F,22.0,170.0,57.0,Palestine,PLE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
3259,1832,Nada Mohamed Abdulzaher Mohamed Al-Bedwawi,F,18.0,162.0,53.0,United Arab Emirates,UAE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
3275,1842,Sameera Zayid Al-Bitar,F,14.0,168.0,64.0,Bahrain,BRN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,
3276,1842,Sameera Zayid Al-Bitar,F,18.0,168.0,64.0,Bahrain,BRN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
3377,1903,Sara Abdulrahman Al-Flaij,F,16.0,170.0,72.0,Bahrain,BRN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
3535,2021,Fatema Abdul Muhsin Al-Mahmeed,F,17.0,167.0,60.0,Bahrain,BRN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
3623,2078,Mhasin Al-Noor Fadlalla,F,18.0,158.0,40.0,Sudan,SUD,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
3942,2277,Darija Alauf,F,23.0,,,Individual Olympic Athletes,IOA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Backstroke,
3943,2277,Darija Alauf,F,23.0,,,Individual Olympic Athletes,IOA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Backstroke,
4027,2324,Ilse Albert,F,23.0,,,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 200 metres Breaststroke,
4272,2443,"Joan ""Jody"" Alderson (-Braskamp)",F,17.0,170.0,59.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 100 metres Freestyle,
4273,2443,"Joan ""Jody"" Alderson (-Braskamp)",F,17.0,170.0,59.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
4306,2461,Ana Feio da Gama Alegria,F,15.0,177.0,65.0,Portugal,POR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Freestyle,
4307,2461,Ana Feio da Gama Alegria,F,15.0,177.0,65.0,Portugal,POR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,
4308,2461,Ana Feio da Gama Alegria,F,19.0,177.0,65.0,Portugal,POR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Freestyle,
4309,2461,Ana Feio da Gama Alegria,F,19.0,177.0,65.0,Portugal,POR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 400 metres Freestyle,
4310,2461,Ana Feio da Gama Alegria,F,19.0,177.0,65.0,Portugal,POR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
4464,2548,Fiona Michelle Alessandri (-Wildy),F,20.0,175.0,61.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Butterfly,
4465,2548,Fiona Michelle Alessandri (-Wildy),F,20.0,175.0,61.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
4502,2573,Jane Elizabeth Alexander,F,17.0,162.0,52.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Butterfly,
4503,2573,Jane Elizabeth Alexander,F,17.0,162.0,52.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Butterfly,
4633,2640,runn Alfresdttir,F,15.0,,,Iceland,ISL,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Butterfly,
4634,2640,runn Alfresdttir,F,15.0,,,Iceland,ISL,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Butterfly,
4851,2772,Triin Aljand,F,19.0,179.0,68.0,Estonia,EST,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,
4852,2772,Triin Aljand,F,23.0,179.0,68.0,Estonia,EST,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
4853,2772,Triin Aljand,F,23.0,179.0,68.0,Estonia,EST,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Freestyle,
4854,2772,Triin Aljand,F,23.0,179.0,68.0,Estonia,EST,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Butterfly,
4855,2772,Triin Aljand,F,27.0,179.0,68.0,Estonia,EST,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
4856,2772,Triin Aljand,F,27.0,179.0,68.0,Estonia,EST,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Butterfly,
4870,2779,Jasmine Alkhaldi,F,19.0,180.0,60.0,Philippines,PHI,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,
4871,2779,Jasmine Alkhaldi,F,23.0,180.0,60.0,Philippines,PHI,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,
4876,2784,Fatim Alkrmova,F,14.0,175.0,60.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,
4937,2813,Lesley Allardice,F,15.0,162.0,50.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Freestyle,
4938,2813,Lesley Allardice,F,15.0,162.0,50.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Freestyle,
4939,2813,Lesley Allardice,F,15.0,162.0,50.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
4940,2813,Lesley Allardice,F,15.0,162.0,50.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
5042,2870,Sophie Nicole Allen,F,20.0,170.0,65.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,
5147,2929,Lynne Marie Allsup (-Olson),F,15.0,163.0,59.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
5432,3070,Malin Therse Alshammar,F,18.0,180.0,64.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Backstroke,
5433,3070,Malin Therse Alshammar,F,18.0,180.0,64.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
5434,3070,Malin Therse Alshammar,F,23.0,180.0,64.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 50 metres Freestyle,Silver
5435,3070,Malin Therse Alshammar,F,23.0,180.0,64.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Freestyle,Silver
5436,3070,Malin Therse Alshammar,F,23.0,180.0,64.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
5437,3070,Malin Therse Alshammar,F,26.0,180.0,64.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,
5438,3070,Malin Therse Alshammar,F,26.0,180.0,64.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
5439,3070,Malin Therse Alshammar,F,30.0,180.0,64.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
5440,3070,Malin Therse Alshammar,F,30.0,180.0,64.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
5441,3070,Malin Therse Alshammar,F,34.0,180.0,64.0,Sweden,SWE,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
5442,3070,Malin Therse Alshammar,F,38.0,180.0,64.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
5671,3196,Sonia lvarez,F,20.0,,,Puerto Rico,PUR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Butterfly,
5672,3196,Sonia lvarez,F,20.0,,,Puerto Rico,PUR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Individual Medley,
5673,3197,Valeria lvarez,F,18.0,,,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 50 metres Freestyle,
5674,3197,Valeria lvarez,F,18.0,,,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Freestyle,
5675,3197,Valeria lvarez,F,18.0,,,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
5676,3197,Valeria lvarez,F,18.0,,,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Backstroke,
5677,3197,Valeria lvarez,F,18.0,,,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
5847,3291,Misa Amano,F,17.0,161.0,53.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,
5848,3291,Misa Amano,F,17.0,161.0,53.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Individual Medley,
6074,3420,Jessica L. Amey,F,19.0,173.0,63.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,
6087,3425,Norma Amezcua Guajardo,F,15.0,160.0,54.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Freestyle,
6088,3425,Norma Amezcua Guajardo,F,15.0,160.0,54.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 800 metres Freestyle,
6089,3425,Norma Amezcua Guajardo,F,15.0,160.0,54.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
6090,3425,Norma Amezcua Guajardo,F,15.0,160.0,54.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Individual Medley,
6091,3425,Norma Amezcua Guajardo,F,19.0,160.0,54.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Butterfly,
6092,3425,Norma Amezcua Guajardo,F,19.0,160.0,54.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
6226,3498,Carole Amoric (-Andraca),F,23.0,168.0,56.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
6234,3502,Patricia Filler Amorim,F,19.0,165.0,53.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Freestyle,
6235,3502,Patricia Filler Amorim,F,19.0,165.0,53.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 400 metres Freestyle,
6236,3502,Patricia Filler Amorim,F,19.0,165.0,53.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 800 metres Freestyle,
6237,3502,Patricia Filler Amorim,F,19.0,165.0,53.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
6259,3511,Linda Amos,F,18.0,173.0,73.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Freestyle,
6309,3541,Iryna Vitalivna Amshennikova,F,18.0,174.0,58.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Backstroke,
6310,3541,Iryna Vitalivna Amshennikova,F,18.0,174.0,58.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Backstroke,
6311,3541,Iryna Vitalivna Amshennikova,F,22.0,174.0,58.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,
6312,3541,Iryna Vitalivna Amshennikova,F,22.0,174.0,58.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Backstroke,
6313,3541,Iryna Vitalivna Amshennikova,F,22.0,174.0,58.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
6336,3552,Gail Amundrud (-Beattie),F,19.0,183.0,70.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Freestyle,
6337,3552,Gail Amundrud (-Beattie),F,19.0,183.0,70.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Freestyle,
6338,3552,Gail Amundrud (-Beattie),F,19.0,183.0,70.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
6406,3596,An Se-Hyeon,F,20.0,168.0,57.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,
6407,3596,An Se-Hyeon,F,20.0,168.0,57.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,
6454,3617,Tnia Anacleto Grgorio,F,24.0,165.0,59.0,Mozambique,MOZ,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 50 metres Freestyle,
6520,3653,Virginia Anchestegui Rabasa,F,15.0,168.0,55.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Freestyle,
6521,3653,Virginia Anchestegui Rabasa,F,15.0,168.0,55.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
6652,3725,"Greta Marie Andersen (-Sonnichsen, -Veress)",F,21.0,,,Denmark,DEN,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,Gold
6653,3725,"Greta Marie Andersen (-Sonnichsen, -Veress)",F,21.0,,,Denmark,DEN,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,
6654,3725,"Greta Marie Andersen (-Sonnichsen, -Veress)",F,21.0,,,Denmark,DEN,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
6655,3725,"Greta Marie Andersen (-Sonnichsen, -Veress)",F,25.0,,,Denmark,DEN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 100 metres Freestyle,
6656,3725,"Greta Marie Andersen (-Sonnichsen, -Veress)",F,25.0,,,Denmark,DEN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 400 metres Freestyle,
6657,3725,"Greta Marie Andersen (-Sonnichsen, -Veress)",F,25.0,,,Denmark,DEN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
6682,3737,Inge Andersen (-Jensen),F,16.0,162.0,53.0,Denmark,DEN,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 200 metres Breaststroke,
6709,3759,"Else Lilly ""Lilli"" Andersen (-Svanberg)",F,17.0,,,Denmark,DEN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,
6710,3759,"Else Lilly ""Lilli"" Andersen (-Svanberg)",F,17.0,,,Denmark,DEN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 400 metres Freestyle,
6763,3792,Alyssa Jean Anderson,F,21.0,173.0,64.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
6807,3820,Haley Danita Anderson,F,20.0,178.0,68.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 10 kilometres Open Water,Silver
6808,3820,Haley Danita Anderson,F,24.0,178.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 10 kilometres Open Water,
6932,3888,Marion Anita Andersson (-Odell),F,17.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
6967,3913,Eva Maria Andersson,F,15.0,167.0,63.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Freestyle,
6968,3913,Eva Maria Andersson,F,15.0,167.0,63.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
6985,3921,Gunilla Elisabeth Andersson (-Leinskld),F,20.0,166.0,59.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Butterfly,
6986,3921,Gunilla Elisabeth Andersson (-Leinskld),F,20.0,166.0,59.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Butterfly,
6987,3921,Gunilla Elisabeth Andersson (-Leinskld),F,20.0,166.0,59.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
7001,3927,Inger Elisabeth Andersson (-Fogelstrm),F,18.0,171.0,66.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Freestyle,
7064,3953,Lotten Katrin Andersson,F,14.0,167.0,53.0,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
7065,3953,Lotten Katrin Andersson,F,18.0,167.0,53.0,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,
7066,3953,Lotten Katrin Andersson,F,18.0,167.0,53.0,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
7067,3953,Lotten Katrin Andersson,F,18.0,167.0,53.0,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Butterfly,
7204,4027,Joanne Andraca,F,20.0,172.0,58.0,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Individual Medley,
7333,4103,Anca Andreiu,F,17.0,168.0,55.0,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Backstroke,
7334,4103,Anca Andreiu,F,17.0,168.0,55.0,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Backstroke,
7411,4145,"Janice ""Jan"" Andrew (-Thornett)",F,16.0,162.0,54.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Butterfly,Bronze
7412,4145,"Janice ""Jan"" Andrew (-Thornett)",F,16.0,162.0,54.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
7440,4165,Theresa Andrews,F,21.0,167.0,62.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke,Gold
7441,4165,Theresa Andrews,F,21.0,167.0,62.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
7482,4181,Sofya Denisovna Andreyeva,F,18.0,178.0,64.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,
7484,4183,Viktoriya Olegovna Andreyeva,F,20.0,190.0,74.0,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
7485,4183,Viktoriya Olegovna Andreyeva,F,24.0,190.0,74.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
7486,4183,Viktoriya Olegovna Andreyeva,F,24.0,190.0,74.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
7487,4183,Viktoriya Olegovna Andreyeva,F,24.0,190.0,74.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
7488,4184,Yekaterina Igorevna Andreyeva,F,18.0,174.0,64.0,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,
7500,4191,Tojohanitra Tokin'aina Andriamanjatoarimanana,F,13.0,140.0,52.5,Madagascar,MAD,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,
7501,4191,Tojohanitra Tokin'aina Andriamanjatoarimanana,F,17.0,140.0,52.5,Madagascar,MAD,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
7677,4272,Roselina Angee,F,14.0,139.0,44.0,Colombia,COL,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Freestyle,
7678,4272,Roselina Angee,F,14.0,139.0,44.0,Colombia,COL,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Freestyle,
7679,4272,Roselina Angee,F,14.0,139.0,44.0,Colombia,COL,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 800 metres Freestyle,
7680,4272,Roselina Angee,F,14.0,139.0,44.0,Colombia,COL,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Individual Medley,
7681,4272,Roselina Angee,F,14.0,139.0,44.0,Colombia,COL,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Individual Medley,
7713,4295,Vasiliki Angelopoulou,F,17.0,159.0,49.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Butterfly,
7714,4295,Vasiliki Angelopoulou,F,17.0,159.0,49.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Individual Medley,
7947,4400,Hannelore Anke (-Hofmann),F,14.0,160.0,52.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Breaststroke,
7948,4400,Hannelore Anke (-Hofmann),F,18.0,160.0,52.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Breaststroke,Gold
7949,4400,Hannelore Anke (-Hofmann),F,18.0,160.0,52.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Breaststroke,
7950,4400,Hannelore Anke (-Hofmann),F,18.0,160.0,52.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
8448,4650,Masayo Aoki,F,16.0,,,Japan,JPN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 200 metres Breaststroke,
8449,4651,Mayumi Aoki (-Nishiguti),F,19.0,164.0,63.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Butterfly,Gold
8450,4651,Mayumi Aoki (-Nishiguti),F,19.0,164.0,63.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Butterfly,
8451,4651,Mayumi Aoki (-Nishiguti),F,19.0,164.0,63.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
8454,4654,Tomomi Aoki,F,21.0,164.0,55.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
8480,4670,Ayari Aoyama,F,14.0,152.0,42.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,
8481,4670,Ayari Aoyama,F,14.0,152.0,42.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
8646,4749,Ruth Evelyn Apt Leheimer,F,15.0,152.0,50.0,Uruguay,URU,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,
8647,4749,Ruth Evelyn Apt Leheimer,F,15.0,152.0,50.0,Uruguay,URU,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
